mbid,composition,is_metal,spg_num,crys_sys
mb-mp-is-metal-062970,K2 P2 H4 O8,False,122,tetragonal
mb-mp-is-metal-039590,Te2 Mo2 Se2,False,164,trigonal
mb-mp-is-metal-030964,Fe12 O12 F12,False,6,monoclinic
mb-mp-is-metal-073383,Pb4 Se2 N4 O18,False,31,orthorhombic
mb-mp-is-metal-005796,Ta2 O5,False,139,tetragonal
mb-mp-is-metal-052271,Ca3 Tl1 N1,True,221,cubic
mb-mp-is-metal-034737,Cu4 Te6 O16,True,15,monoclinic
mb-mp-is-metal-076595,K12 Cd4 B20 O40,False,14,monoclinic
mb-mp-is-metal-056931,Zn12 S12,False,160,trigonal
mb-mp-is-metal-068976,Tb8 Sb20,True,11,monoclinic
mb-mp-is-metal-047983,Ba1 As2 Pd2,True,139,tetragonal
mb-mp-is-metal-074759,Rb6 Ta4 As2 S22,False,9,monoclinic
mb-mp-is-metal-007188,Li6 Fe12 Si12 O48,True,3,monoclinic
mb-mp-is-metal-097676,Ce4 P8 Pt16,True,62,orthorhombic
mb-mp-is-metal-016740,Ho1 C2,True,139,tetragonal
mb-mp-is-metal-068798,Zn14 S14,False,156,trigonal
mb-mp-is-metal-047110,Li2 Mn2 Cu2 O8,True,74,orthorhombic
mb-mp-is-metal-082706,Cs1 F1,False,225,cubic
mb-mp-is-metal-046918,Th6 Mg23,True,225,cubic
mb-mp-is-metal-065335,Ba4 La2 Ir2 O12,True,14,monoclinic
mb-mp-is-metal-092778,Gd8 Mo12 O48,True,32,orthorhombic
mb-mp-is-metal-066939,U4 Zn34,True,194,hexagonal
mb-mp-is-metal-082749,Ca1 O1,False,225,cubic
mb-mp-is-metal-095849,U1 Fe5 Si3,True,123,tetragonal
mb-mp-is-metal-067360,Cd6 I12,False,160,trigonal
mb-mp-is-metal-105205,K2 Bi4,True,227,cubic
mb-mp-is-metal-099469,Ba1 Ge3 Pt1,True,107,tetragonal
mb-mp-is-metal-097468,Rb1 U2 Sb1 S8,True,8,monoclinic
mb-mp-is-metal-098427,Yb2 P2 O8,True,141,tetragonal
mb-mp-is-metal-067658,Zn5 S5,False,160,trigonal
mb-mp-is-metal-062253,Zr3 Ga3 Pt3,True,189,hexagonal
mb-mp-is-metal-093190,Pr1 In1,True,221,cubic
mb-mp-is-metal-084953,Mn6 P24,False,2,triclinic
mb-mp-is-metal-060762,Zr2 Fe8 Si4,True,136,tetragonal
mb-mp-is-metal-061834,Ti2 O4,False,141,tetragonal
mb-mp-is-metal-057203,Y1 Er1 Rh2,True,225,cubic
mb-mp-is-metal-082694,Na2 Tl2,True,227,cubic
mb-mp-is-metal-046767,Ni2 Ag2 O4,True,194,hexagonal
mb-mp-is-metal-032062,V2 Si2 O7,True,12,monoclinic
mb-mp-is-metal-002141,Hf4 O8,False,62,orthorhombic
mb-mp-is-metal-014090,V12 Cu4 O32,False,198,cubic
mb-mp-is-metal-088487,Ti2 Be17,True,166,trigonal
mb-mp-is-metal-049760,Ce2 Os4,True,227,cubic
mb-mp-is-metal-051635,Pb2 Se1 S1,False,123,tetragonal
mb-mp-is-metal-056075,Be4 O4,False,136,tetragonal
mb-mp-is-metal-069631,Zr6 O2,True,167,trigonal
mb-mp-is-metal-087196,B1 P1,False,216,cubic
mb-mp-is-metal-052455,Cs4 Li4 B24 O40,False,17,orthorhombic
mb-mp-is-metal-054566,Yb2 Cu6 S6,True,148,trigonal
mb-mp-is-metal-029574,Rb4 H12 Se8 O24,False,18,orthorhombic
mb-mp-is-metal-009827,Ba1 Fe2 S4,True,79,tetragonal
mb-mp-is-metal-025964,Fe12 O12 F12,False,6,monoclinic
mb-mp-is-metal-095925,Gd2 Zn6 Ge3,True,189,hexagonal
mb-mp-is-metal-059794,Bi6 Se6,True,164,trigonal
mb-mp-is-metal-057276,Bi6 Pt3,True,157,trigonal
mb-mp-is-metal-013855,Li12 Cu12 P12 O48,True,14,monoclinic
mb-mp-is-metal-027896,Y2 Cu1 O4,True,139,tetragonal
mb-mp-is-metal-094320,Zr2 Ni8 P4,True,136,tetragonal
mb-mp-is-metal-011874,Li2 Ni2 P4 O14,True,2,triclinic
mb-mp-is-metal-014194,Fe10 O9 F11,False,38,orthorhombic
mb-mp-is-metal-014367,Mg8 Sn4,True,63,orthorhombic
mb-mp-is-metal-059360,Li2 F2,False,186,hexagonal
mb-mp-is-metal-003257,Tl1 Ag1 Te2,True,119,tetragonal
mb-mp-is-metal-018844,Li4 Cu4 P4 O16,False,33,orthorhombic
mb-mp-is-metal-096732,Cs4 Sb4 S8,False,14,monoclinic
mb-mp-is-metal-097424,Rb8 Na8 Ir4 O16,True,14,monoclinic
mb-mp-is-metal-088968,Al42 Pt16,True,88,tetragonal
mb-mp-is-metal-000482,Ho2 B4 C4,True,131,tetragonal
mb-mp-is-metal-011055,Li2 Fe3 Ni1 O8,True,160,trigonal
mb-mp-is-metal-070777,K1 Bi1 S2,False,166,trigonal
mb-mp-is-metal-038009,Li1 Mn4 O8,False,12,monoclinic
mb-mp-is-metal-101479,As4 Br12,False,19,orthorhombic
mb-mp-is-metal-088630,Nd2 Lu2 Se6,False,63,orthorhombic
mb-mp-is-metal-030800,Sr1 Sn1 O3,False,221,cubic
mb-mp-is-metal-050472,Rb2 Nb8 Br22,False,51,orthorhombic
mb-mp-is-metal-088093,Ba4 Nb14 O23,True,65,orthorhombic
mb-mp-is-metal-088646,Ho4 Zn4 Rh4,True,62,orthorhombic
mb-mp-is-metal-102104,Be1 Si1 Os2,True,225,cubic
mb-mp-is-metal-083173,Tm1 Cu4 Ag1,True,216,cubic
mb-mp-is-metal-008212,Rb2 S1 Cl6 F1,True,225,cubic
mb-mp-is-metal-035424,Ce1 Pr1 O2,True,166,trigonal
mb-mp-is-metal-066922,Te8 I32,False,31,orthorhombic
mb-mp-is-metal-104465,Ce12 Lu4 Se24,True,58,orthorhombic
mb-mp-is-metal-057484,Ag4 Mo2 I8 O28,False,15,monoclinic
mb-mp-is-metal-018182,Fe4 O4 F4,False,10,monoclinic
mb-mp-is-metal-010026,Li5 La3 Nb14 O42,True,12,monoclinic
mb-mp-is-metal-099487,Sc4 Fe2 B4 Ir10,True,127,tetragonal
mb-mp-is-metal-073666,Sb2 Pb2 Br2 O4,False,63,orthorhombic
mb-mp-is-metal-052884,Sb20 I4 O28,False,14,monoclinic
mb-mp-is-metal-022187,Fe10 O9 F11,False,1,triclinic
mb-mp-is-metal-040402,Li4 V6 Fe2 O16,False,9,monoclinic
mb-mp-is-metal-098781,Nd8 W4 C8,True,136,tetragonal
mb-mp-is-metal-100267,As2 Pd6 Pb4,True,36,orthorhombic
mb-mp-is-metal-084609,Ba4 La2 Ir2 O12,True,12,monoclinic
mb-mp-is-metal-086515,Zr2 Si2 Te2,True,129,tetragonal
mb-mp-is-metal-072499,Cs8 Cu16 As8 S24,False,61,orthorhombic
mb-mp-is-metal-003269,Ce2 O4,False,136,tetragonal
mb-mp-is-metal-027731,Zn2 Sn2 O6,False,148,trigonal
mb-mp-is-metal-037996,Li4 Nb4 O12,False,15,monoclinic
mb-mp-is-metal-023937,Fe18 O18 F18,True,6,monoclinic
mb-mp-is-metal-006382,Zn2 Cu4 O8,True,74,orthorhombic
mb-mp-is-metal-100412,Ge24 Ru16,False,60,orthorhombic
mb-mp-is-metal-053236,Cs4 Li4 B24 O40,False,24,orthorhombic
mb-mp-is-metal-006822,Na1 Sb1 Se2,True,123,tetragonal
mb-mp-is-metal-100466,Tb2 Co4,True,227,cubic
mb-mp-is-metal-069860,Zn20 S20,False,156,trigonal
mb-mp-is-metal-084989,Cs2 Li2 B12 O20,False,122,tetragonal
mb-mp-is-metal-068878,Ga8 Se8,False,186,hexagonal
mb-mp-is-metal-105914,Sm2 Cu4 O8,True,88,tetragonal
mb-mp-is-metal-022218,Yb2 Nd6,True,194,hexagonal
mb-mp-is-metal-081615,Hf3 Co9 B6,True,166,trigonal
mb-mp-is-metal-082272,Sb4 Ru4 Se4,False,14,monoclinic
mb-mp-is-metal-088179,Sc1 Rh3 C1,True,221,cubic
mb-mp-is-metal-084630,K4 P4 Se24,False,29,orthorhombic
mb-mp-is-metal-089465,Sc6 Te2 Os1,True,189,hexagonal
mb-mp-is-metal-086545,Fe3 Sn3,True,191,hexagonal
mb-mp-is-metal-085954,Zn2 Ge2 As4,False,122,tetragonal
mb-mp-is-metal-009906,Li2 Mn2 Si2 O8,False,74,orthorhombic
mb-mp-is-metal-088637,Cs2 U2 Cu2 S6,True,63,orthorhombic
mb-mp-is-metal-036721,Mn2 Ni2,True,123,tetragonal
mb-mp-is-metal-020280,Zn4 Ge4 N8,False,14,monoclinic
mb-mp-is-metal-101118,Dy1 Y1 Ag2,True,225,cubic
mb-mp-is-metal-054879,Zn8 S8,False,160,trigonal
mb-mp-is-metal-026741,Rb8 Te4,False,194,hexagonal
mb-mp-is-metal-101531,K4 I4 O12,False,1,triclinic
mb-mp-is-metal-099466,Pb4 Se4 O16,False,14,monoclinic
mb-mp-is-metal-049056,V6 O9 F9,False,1,triclinic
mb-mp-is-metal-086753,Nb1 Hg3 F6,True,162,trigonal
mb-mp-is-metal-088285,Cs2 La2 Hg2 Se6,False,63,orthorhombic
mb-mp-is-metal-094847,Al16 Cu36,True,215,cubic
mb-mp-is-metal-059230,La2 Sc2 Si2,True,139,tetragonal
mb-mp-is-metal-074382,In4 As4 Cl4 O10,False,2,triclinic
mb-mp-is-metal-094820,Eu2 Co16 P10,True,59,orthorhombic
mb-mp-is-metal-004977,Bi2 C1 O5,False,44,orthorhombic
mb-mp-is-metal-008947,Li2 Cu2 P2 O8,True,63,orthorhombic
mb-mp-is-metal-003101,Cu4 Se2,True,31,orthorhombic
mb-mp-is-metal-067949,Cd15 I30,False,156,trigonal
mb-mp-is-metal-009835,Li17 Ti20 O40,True,10,monoclinic
mb-mp-is-metal-099474,In4 Hg2 S8,False,227,cubic
mb-mp-is-metal-008224,V4 Zn1 O8,False,8,monoclinic
mb-mp-is-metal-068368,K10 In6 P12 Se38,False,2,triclinic
mb-mp-is-metal-014179,Fe10 O9 F11,True,6,monoclinic
mb-mp-is-metal-028052,Mn6 P24,True,14,monoclinic
mb-mp-is-metal-060309,Pd6 Se12,False,14,monoclinic
mb-mp-is-metal-039243,Sm2 Pb2 Au2,True,194,hexagonal
mb-mp-is-metal-082510,Tl4 Cu4 Cl12,False,14,monoclinic
mb-mp-is-metal-085842,Ba2 Fe1 Mo1 O6,True,225,cubic
mb-mp-is-metal-090522,Y1 Ni1 Sb1,False,216,cubic
mb-mp-is-metal-049430,Na12 Tl12,True,64,orthorhombic
mb-mp-is-metal-035731,U1 Cu2 P2,True,164,trigonal
mb-mp-is-metal-048977,Mg6 Mn4 Al36,True,227,cubic
mb-mp-is-metal-051769,Cr8 S12,True,163,trigonal
mb-mp-is-metal-075440,K4 Y4 Te8 O24,False,62,orthorhombic
mb-mp-is-metal-076534,K4 Ta12 Te8 O48,False,57,orthorhombic
mb-mp-is-metal-052695,Cd2 In1 Cu1 Te4,False,121,tetragonal
mb-mp-is-metal-056301,Sn4 S8,False,227,cubic
mb-mp-is-metal-000450,Yb2 Se2,False,194,hexagonal
mb-mp-is-metal-040150,V6 O9 F9,False,1,triclinic
mb-mp-is-metal-087152,Eu1 Ni1 Ge3,True,107,tetragonal
mb-mp-is-metal-092319,Be8 W4,True,194,hexagonal
mb-mp-is-metal-002143,Ba2 O2,False,129,tetragonal
mb-mp-is-metal-023915,Fe6 O6 F6,False,4,monoclinic
mb-mp-is-metal-031690,Fe1 Pd3,True,166,trigonal
mb-mp-is-metal-012791,Pb4 O6,False,31,orthorhombic
mb-mp-is-metal-098867,Cs4 Na2 Co2 F12,True,166,trigonal
mb-mp-is-metal-010073,Mn6 Nb2 O16,True,186,hexagonal
mb-mp-is-metal-084780,Er3 Tl3 Pd3,True,189,hexagonal
mb-mp-is-metal-017893,Li12 Ti8 P12 O48,True,5,monoclinic
mb-mp-is-metal-035965,Sc4 O6,False,167,trigonal
mb-mp-is-metal-099196,Li8 Tm8 Sn8,True,186,hexagonal
mb-mp-is-metal-100263,Li2 In2 Se4,False,122,tetragonal
mb-mp-is-metal-037784,Cd2 In4 Se8,False,227,cubic
mb-mp-is-metal-009109,Co8 O8 F8,True,6,monoclinic
mb-mp-is-metal-031374,Bi8 O12,False,159,trigonal
mb-mp-is-metal-093213,Cd1 Ga2 Se4,False,82,tetragonal
mb-mp-is-metal-069115,Li1 Mn1 O2,False,12,monoclinic
mb-mp-is-metal-014949,Li8 Mn4 O8 F4,False,5,monoclinic
mb-mp-is-metal-050885,V4 O8,False,12,monoclinic
mb-mp-is-metal-085306,Dy2 In2 Pt4,True,194,hexagonal
mb-mp-is-metal-043623,P2 H12 N2 O8,False,43,orthorhombic
mb-mp-is-metal-062719,P8 O20,False,62,orthorhombic
mb-mp-is-metal-010223,Rb1 Sb1 O3,True,221,cubic
mb-mp-is-metal-013206,Li4 Mn4 P8 O32,True,14,monoclinic
mb-mp-is-metal-040200,K1 Ti2 F7,True,65,orthorhombic
mb-mp-is-metal-061774,K4 P4 H8 O16,False,14,monoclinic
mb-mp-is-metal-039695,Ba1 Ta1 N1 O2,False,123,tetragonal
mb-mp-is-metal-049728,Sn4 O8,False,60,orthorhombic
mb-mp-is-metal-070233,K2 Hg3 Ge2 S8,False,5,monoclinic
mb-mp-is-metal-040466,Ti6 H2 O13,False,12,monoclinic
mb-mp-is-metal-067973,Cd11 I22,False,156,trigonal
mb-mp-is-metal-079276,Ce8 Te12,True,62,orthorhombic
mb-mp-is-metal-067974,Cd14 I28,False,156,trigonal
mb-mp-is-metal-034612,Ti1 Al1 Au2,True,123,tetragonal
mb-mp-is-metal-104513,Ca5 B3 O9 F1,False,8,monoclinic
mb-mp-is-metal-089082,Pr6 F18,False,165,trigonal
mb-mp-is-metal-001882,Na1 Sb1 S2,False,123,tetragonal
mb-mp-is-metal-004927,Co2 As2 S2,True,10,monoclinic
mb-mp-is-metal-055203,Ho4 S6,False,167,trigonal
mb-mp-is-metal-047850,Ag2 Sb2 Se4,True,141,tetragonal
mb-mp-is-metal-063990,Li14 Mn14 O28,False,25,orthorhombic
mb-mp-is-metal-104116,Lu1 Ag2,True,139,tetragonal
mb-mp-is-metal-026149,Mn8 O4 F12,True,65,orthorhombic
mb-mp-is-metal-064807,Ge2 O4,False,136,tetragonal
mb-mp-is-metal-051767,Zr6 Al2 Ni1,True,189,hexagonal
mb-mp-is-metal-089976,Sc16 O24,False,206,cubic
mb-mp-is-metal-102428,Sb8 Pt4,True,205,cubic
mb-mp-is-metal-017154,Li4 Mn4 Si4 O16,False,95,tetragonal
mb-mp-is-metal-025809,Zr2 Te2,True,194,hexagonal
mb-mp-is-metal-098741,Nd4 Mg3 Co2,True,10,monoclinic
mb-mp-is-metal-055229,Cr1 Ni3,True,221,cubic
mb-mp-is-metal-089903,Nd2 Al14 Au6,True,167,trigonal
mb-mp-is-metal-094405,K12 Fe8 S16,True,62,orthorhombic
mb-mp-is-metal-031175,La8 Nb8 N8 O20,False,1,triclinic
mb-mp-is-metal-100115,Lu2 Ag1 Au1,True,225,cubic
mb-mp-is-metal-085509,Nd2 Ge4 Pt4,True,31,orthorhombic
mb-mp-is-metal-083125,Yb2 Zn1 Pb1,True,225,cubic
mb-mp-is-metal-068345,Rb12 Sb8 I36,False,14,monoclinic
mb-mp-is-metal-009360,Cr4 Ni4 P8 O36,True,62,orthorhombic
mb-mp-is-metal-072762,Sb4 Se4 Br4,False,62,orthorhombic
mb-mp-is-metal-065949,Tb3 Ga6 Co9,True,191,hexagonal
mb-mp-is-metal-082899,Pm2 Ni1 Rh1,True,225,cubic
mb-mp-is-metal-020171,Li8 Pr1 O6,True,148,trigonal
mb-mp-is-metal-024006,Mn7 O7 F1,True,156,trigonal
mb-mp-is-metal-094714,Zr4 Sb4,True,198,cubic
mb-mp-is-metal-046174,V2 P8,True,15,monoclinic
mb-mp-is-metal-014114,Li3 Cr1 O4,False,65,orthorhombic
mb-mp-is-metal-078308,K3 B6 Cl1 O10,False,160,trigonal
mb-mp-is-metal-031960,Li2 Fe3 Co1 O8,True,12,monoclinic
mb-mp-is-metal-030108,K2 Li2 W6 O18,True,9,monoclinic
mb-mp-is-metal-048713,K2 Nd2 Ti3 O10,False,42,orthorhombic
mb-mp-is-metal-017285,Te4 W4 Se2 S2,True,156,trigonal
mb-mp-is-metal-006926,V12 Si4 Ni8,True,227,cubic
mb-mp-is-metal-030047,Nb20 O50,False,2,triclinic
mb-mp-is-metal-063841,Sr4 Co4 O10,True,46,orthorhombic
mb-mp-is-metal-100282,U4 Ge4 Rh4,True,62,orthorhombic
mb-mp-is-metal-068237,Zr3 Al3 Pt3,True,189,hexagonal
mb-mp-is-metal-090014,As8 Pt4,False,205,cubic
mb-mp-is-metal-069849,Zn24 S24,False,156,trigonal
mb-mp-is-metal-097167,Mg2 Te2,False,186,hexagonal
mb-mp-is-metal-098283,Mg12 Ga6,True,190,hexagonal
mb-mp-is-metal-062776,Ag4 S2,False,36,orthorhombic
mb-mp-is-metal-018486,Fe18 O18 F18,False,6,monoclinic
mb-mp-is-metal-086045,Tm2 Si2 Cu2,True,194,hexagonal
mb-mp-is-metal-047375,Li8 V12 Fe4 O32,False,78,tetragonal
mb-mp-is-metal-104464,Eu4 Lu8 Se16,True,62,orthorhombic
mb-mp-is-metal-068211,Ho4 Co34,True,194,hexagonal
mb-mp-is-metal-050018,Na9 W16 O48,True,12,monoclinic
mb-mp-is-metal-080943,Nb1 Cu3 Se4,False,215,cubic
mb-mp-is-metal-093329,Nd8 Fe56 B4,True,136,tetragonal
mb-mp-is-metal-104438,As8 S12,False,14,monoclinic
mb-mp-is-metal-045005,Li8 Zn8 B8 O24,False,1,triclinic
mb-mp-is-metal-008862,In1 Ag1 S2,False,12,monoclinic
mb-mp-is-metal-011566,Fe64 O96,False,92,tetragonal
mb-mp-is-metal-043133,Li1 V3 O4,True,65,orthorhombic
mb-mp-is-metal-044827,Dy16 S24,False,122,tetragonal
mb-mp-is-metal-059386,Y8 S12,False,62,orthorhombic
mb-mp-is-metal-093216,Ga1 Cu1 O2,False,166,trigonal
mb-mp-is-metal-067916,Cd9 I18,False,156,trigonal
mb-mp-is-metal-054912,Te2 Au1,True,12,monoclinic
mb-mp-is-metal-063803,Zn2 Se2,False,186,hexagonal
mb-mp-is-metal-006024,Ba2 Pr2 O6,True,167,trigonal
mb-mp-is-metal-029312,Ca2 Bi4 O8,False,74,orthorhombic
mb-mp-is-metal-103814,Li2 Ni3 Te1 O8,True,166,trigonal
mb-mp-is-metal-063718,Mn4 Co4 Si4,True,62,orthorhombic
mb-mp-is-metal-016355,Y2 Sn6,True,38,orthorhombic
mb-mp-is-metal-086839,Ca16 Ge8 N16,True,135,tetragonal
mb-mp-is-metal-008186,Co8 O8 F8,True,5,monoclinic
mb-mp-is-metal-036795,V4 O10,False,11,monoclinic
mb-mp-is-metal-069751,Zn1 In2 Se4,False,121,tetragonal
mb-mp-is-metal-031828,Ag4 I4,False,186,hexagonal
mb-mp-is-metal-071036,Cd13 I26,False,156,trigonal
mb-mp-is-metal-045008,Fe1 Bi25 O39,False,1,triclinic
mb-mp-is-metal-042612,Tm1 Cu1 Si1,True,187,hexagonal
mb-mp-is-metal-070176,Ti2 Pd2,True,51,orthorhombic
mb-mp-is-metal-097500,Ca8 Ga8 Au24,True,205,cubic
mb-mp-is-metal-067952,Cd11 I22,False,156,trigonal
mb-mp-is-metal-061662,Dy2 Cu6 Se6,False,148,trigonal
mb-mp-is-metal-097208,K1 Ag1 F3,True,221,cubic
mb-mp-is-metal-043964,Fe1 Bi25 O39,False,146,trigonal
mb-mp-is-metal-036306,Mg2 F4,False,58,orthorhombic
mb-mp-is-metal-050764,Bi8 Pd8,True,4,monoclinic
mb-mp-is-metal-100207,Al39 Ru12,True,12,monoclinic
mb-mp-is-metal-056776,K2 Ce2 Se8,True,125,tetragonal
mb-mp-is-metal-031178,Li6 Mn6 O12,True,59,orthorhombic
mb-mp-is-metal-051207,Sm2 Tl1 Zn1,True,225,cubic
mb-mp-is-metal-025377,V4 O8,True,12,monoclinic
mb-mp-is-metal-053790,Tl1 In1 S2,False,166,trigonal
mb-mp-is-metal-064732,Mn1 Se1,False,216,cubic
mb-mp-is-metal-079316,Na4 Zn2 Ge4 S12,False,9,monoclinic
mb-mp-is-metal-017999,Li8 Mn4 O8 F4,False,5,monoclinic
mb-mp-is-metal-052281,Ga2 Fe6,True,194,hexagonal
mb-mp-is-metal-105394,V12 P7,True,174,hexagonal
mb-mp-is-metal-030310,Zn2 Cu4 O8,True,88,tetragonal
mb-mp-is-metal-046238,Zr1 Pd3,True,221,cubic
mb-mp-is-metal-035909,Ta8 Cu4 O22,False,15,monoclinic
mb-mp-is-metal-004460,Ti2 S4,True,58,orthorhombic
mb-mp-is-metal-105571,Th1 Fe2 Si2,True,139,tetragonal
mb-mp-is-metal-040717,Ti4 O8,False,60,orthorhombic
mb-mp-is-metal-022474,Cr4 O8,False,62,orthorhombic
mb-mp-is-metal-037764,Zr12 Al8,True,136,tetragonal
mb-mp-is-metal-065346,Th4 Fe14,True,166,trigonal
mb-mp-is-metal-006286,Te6 Mo2 W2 S2,True,156,trigonal
mb-mp-is-metal-062240,Ge2 O4,False,58,orthorhombic
mb-mp-is-metal-100977,Cu4 O2,False,224,cubic
mb-mp-is-metal-055118,Mn2 O4,False,166,trigonal
mb-mp-is-metal-017206,Li12 Mn8 P12 O48,True,230,cubic
mb-mp-is-metal-021810,Fe6 Co6 As6,True,25,orthorhombic
mb-mp-is-metal-101438,Hg2 Br2,False,139,tetragonal
mb-mp-is-metal-070886,Si12 N16,False,159,trigonal
mb-mp-is-metal-072447,Rb4 Sn6 Sb4 S20,False,14,monoclinic
mb-mp-is-metal-036666,Ga1 Ag1 Se2,True,115,tetragonal
mb-mp-is-metal-006840,In1 Ag3,True,65,orthorhombic
mb-mp-is-metal-060735,K16 Nb8 S44,False,29,orthorhombic
mb-mp-is-metal-036418,K2 Li2 W6 O18,False,1,triclinic
mb-mp-is-metal-068902,Cd3 I6,False,156,trigonal
mb-mp-is-metal-095109,Ca1 B6,True,221,cubic
mb-mp-is-metal-097306,Li4 Mg4 N4,False,216,cubic
mb-mp-is-metal-065185,Li1 Hf2 Ir1,True,225,cubic
mb-mp-is-metal-089256,Ta1 Rh3,True,221,cubic
mb-mp-is-metal-022706,Sn2 Hg2 O6,True,167,trigonal
mb-mp-is-metal-036961,Cu4 O2 F4,True,141,tetragonal
mb-mp-is-metal-081115,Sc1 Cd1 Hg2,True,225,cubic
mb-mp-is-metal-044753,Hf8 O16,False,61,orthorhombic
mb-mp-is-metal-055067,La8 Mn7 O24,True,2,triclinic
mb-mp-is-metal-011028,Sc4 Co4 O12,True,62,orthorhombic
mb-mp-is-metal-030248,Mg2 Te2,False,194,hexagonal
mb-mp-is-metal-011281,Te4 Mo1 W3 S4,True,156,trigonal
mb-mp-is-metal-083958,Cu12 N24 O72,False,60,orthorhombic
mb-mp-is-metal-068910,Cd6 I12,False,156,trigonal
mb-mp-is-metal-078022,Na1 Sb1 Se2,False,166,trigonal
mb-mp-is-metal-060114,Li3 Co1 Ni4 O8,True,12,monoclinic
mb-mp-is-metal-082843,Ho1 Mg1 Zn2,True,225,cubic
mb-mp-is-metal-067390,Ba16 Ga8 Se32,False,14,monoclinic
mb-mp-is-metal-038836,La10 Si8 O3,True,191,hexagonal
mb-mp-is-metal-033455,Li8 Cr4 Co12 O32,False,155,trigonal
mb-mp-is-metal-099528,Ni4 P8,True,205,cubic
mb-mp-is-metal-068010,Sr6 La6 Mn12 O36,True,111,tetragonal
mb-mp-is-metal-023705,Rb1 Cl1,False,221,cubic
mb-mp-is-metal-010906,Fe12 O12 F12,True,6,monoclinic
mb-mp-is-metal-015530,Li3 Mn6 P6 O24,True,1,triclinic
mb-mp-is-metal-029558,Zn18 S18,False,160,trigonal
mb-mp-is-metal-081671,Rb1 F1,False,225,cubic
mb-mp-is-metal-098718,Nd3 Sn3 Rh3,True,189,hexagonal
mb-mp-is-metal-005627,Fe6 O6 F6,True,6,monoclinic
mb-mp-is-metal-069795,Ba6 Ca2 Ru4 O18,False,190,hexagonal
mb-mp-is-metal-031116,Li5 Cr2 Ni5 O12,True,5,monoclinic
mb-mp-is-metal-089398,Ti8 C4,True,227,cubic
mb-mp-is-metal-044763,La2 O3,False,164,trigonal
mb-mp-is-metal-042900,Nd6 O9,False,12,monoclinic
mb-mp-is-metal-017223,Pr1 Ge5,True,71,orthorhombic
mb-mp-is-metal-002297,Te4 Mo1 W2 S2,True,187,hexagonal
mb-mp-is-metal-068210,Na16 Be32 B32 O88,False,1,triclinic
mb-mp-is-metal-069753,Na4 Ti6 O14,False,11,monoclinic
mb-mp-is-metal-057049,Zn12 N8,True,62,orthorhombic
mb-mp-is-metal-001164,Fe8 O14 F2,True,8,monoclinic
mb-mp-is-metal-099156,Al1 P1,False,216,cubic
mb-mp-is-metal-040761,Sr32 Al32,True,198,cubic
mb-mp-is-metal-017322,La2 Mg2 Fe4 O12,True,31,orthorhombic
mb-mp-is-metal-078496,Fe4 B2 P6 O24,False,176,hexagonal
mb-mp-is-metal-027356,Y2 Sn6,True,139,tetragonal
mb-mp-is-metal-085094,Lu2 Cd1 In1,True,225,cubic
mb-mp-is-metal-093371,Ba6 Er2 Ru4 O18,True,194,hexagonal
mb-mp-is-metal-041850,Li2 Mn2 P4 O14,False,1,triclinic
mb-mp-is-metal-040238,Nb1 Se2,True,164,trigonal
mb-mp-is-metal-046216,Pr2 Cd1 Sn1,True,225,cubic
mb-mp-is-metal-101416,K8 In12 Cu4 Se24,False,15,monoclinic
mb-mp-is-metal-067984,Cd15 I30,False,156,trigonal
mb-mp-is-metal-012709,Sn2 P6 O18,True,2,triclinic
mb-mp-is-metal-058708,Sr8 Ge16,False,62,orthorhombic
mb-mp-is-metal-086467,V4 O8,False,136,tetragonal
mb-mp-is-metal-100420,Tb1 Mn6 Ge6,True,191,hexagonal
mb-mp-is-metal-033817,Cu8 H12 Cl4 O12,True,62,orthorhombic
mb-mp-is-metal-024456,Li3 V4 Fe1 O12,False,1,triclinic
mb-mp-is-metal-068248,V4 O8,False,14,monoclinic
mb-mp-is-metal-082038,Lu1 Cd1 Ag2,True,225,cubic
mb-mp-is-metal-088010,Mn3 Fe3 As3,True,189,hexagonal
mb-mp-is-metal-083556,Hf8 Co16 P12,True,189,hexagonal
mb-mp-is-metal-032782,Ho6 O9,False,12,monoclinic
mb-mp-is-metal-089779,La2 Ni24 B12,True,36,orthorhombic
mb-mp-is-metal-040796,Li7 Ti7 O16,True,160,trigonal
mb-mp-is-metal-081788,V1 Cu3 S4,False,215,cubic
mb-mp-is-metal-094760,In2 Sb4 Se8 Br2,False,12,monoclinic
mb-mp-is-metal-091124,Sm1 Ni1 C2,True,38,orthorhombic
mb-mp-is-metal-034904,Fe16 O24,False,206,cubic
mb-mp-is-metal-081795,Mn1 Ge1 Rh2,True,225,cubic
mb-mp-is-metal-096808,Nd1 Mg2 Ni9,True,166,trigonal
mb-mp-is-metal-098404,Sr4 Se4 O16,False,14,monoclinic
mb-mp-is-metal-045221,Mn24 O48,False,62,orthorhombic
mb-mp-is-metal-089564,Lu1 Si2 Os2,True,139,tetragonal
mb-mp-is-metal-089876,Al18 Co4,True,14,monoclinic
mb-mp-is-metal-018897,Fe12 O12 F12,False,6,monoclinic
mb-mp-is-metal-039756,Li3 Cu2 O4,True,5,monoclinic
mb-mp-is-metal-001988,Cr2 Sb4,True,140,tetragonal
mb-mp-is-metal-027965,Fe8 O8 F8,False,6,monoclinic
mb-mp-is-metal-098045,Al2 Cu2 Te4,False,122,tetragonal
